0, 0, 0, 33963.000000, 0, 0 
2, 1, 1, 4.000000, 41205, 0 
4, 2, 10098, 6.000000, 30549, 5 
6, 3, 0, 14.000000, 59464, 0 
8, 4, 1, 8.000000, 24541, 0 
10, 5, 10413, 8.000000, 32125, 0 
12, 6, 10461, 8.000000, 8163, 0 
14, 7, 0, 9.000000, 50201, 0 
16, 8, 1, 11.000000, 31686, 0 
18, 9, 1, 15.000000, 55573, 0 
20, 10, 1, 15.000000, 12386, 0 
22, 11, 11197, 17.000000, 16551, 0 
24, 12, 1, 19.000000, 65093, 0 
26, 13, 0, 21.000000, 52385, 0 
28, 14, 8941, 23.000000, 59353, 0 
30, 15, 0, 36.000000, 62500, 0 
32, 16, 10693, 26.000000, 53480, 0 
34, 17, 11716, 28.000000, 53351, 0 
36, 18, 10377, 31.000000, 47443, 0 
38, 19, 11109, 32.000000, 44447, 0 
40, 20, 1, 22.000000, 6826, 0 
42, 21, 0, 23.000000, 5354, 0 
44, 22, 10867, 35.000000, 38046, 0 
46, 23, 1, 23.000000, 13, 0 
48, 24, 1, 27.000000, 13, 0 
50, 25, 1, 24.000000, 12, 0 
52, 26, 0, 27.000000, 6, 0 
54, 27, 0, 25.000000, 8, 0 
56, 28, 8619, 46.000000, 25864, 0 
58, 29, 11521, 49.000000, 30453, 0 
60, 30, 11521, 51.000000, 29954, 0 
62, 31, 0, 24.000000, 4, 0 
64, 32, 0, 24.000000, 4, 0 
66, 33, 0, 22.000000, 4, 0 
68, 34, 0, 23.000000, 4, 0 
70, 35, 0, 24.000000, 5, 0 
72, 36, 0, 26.000000, 3, 0 
74, 37, 0, 25.000000, 3, 0 
76, 38, 10987, 67.000000, 21979, 0 
78, 39, 1, 24.000000, 7, 0 
80, 40, 1, 24.000000, 6, 0 
82, 41, 10461, 66.000000, 18581, 0 
84, 42, 12091, 75.000000, 22325, 0 
86, 43, 11999, 69.000000, 21014, 0 
88, 44, 11551, 71.000000, 19913, 0 
90, 45, 10870, 70.000000, 18118, 0 
92, 46, 1, 22.000000, 6, 8998 
94, 47, 1, 19.000000, 6, 10959 
96, 48, 1, 25.000000, 5, 7651 
98, 49, 11131, 84.000000, 16290, 0 
100, 50, 11338, 82.000000, 15828, 0 
102, 51, 9615, 73.000000, 14424, 0 
104, 52, 10217, 85.000000, 13759, 0 
106, 53, 10287, 83.000000, 13376, 0 
108, 54, 9089, 62.000000, 9093, 0 
110, 55, 8927, 64.000000, 8931, 0 
112, 56, 8770, 66.000000, 8774, 0 
114, 57, 1, 24.000000, 4, 14000 
116, 58, 1, 24.000000, 4, 14827 
118, 59, 1, 24.000000, 4, 15620 
120, 60, 1, 37.000000, 4, 16386 
122, 61, 1, 23.000000, 4, 16123 
124, 62, 7936, 69.000000, 7938, 0 
126, 63, 7812, 70.000000, 7814, 0 
128, 64, 7692, 72.000000, 7694, 0 
130, 65, 7575, 76.000000, 7577, 0 
132, 66, 7995, 73.000000, 6932, 0 
134, 67, 9803, 90.000000, 9804, 0 
136, 68, 9661, 90.000000, 9662, 0 
138, 69, 9523, 93.000000, 9524, 0 
140, 70, 9389, 95.000000, 9390, 0 
142, 71, 10417, 104.000000, 10417, 0 
144, 72, 1, 24.000000, 3, 13694 
146, 73, 0, 26.000000, 1, 13511 
148, 74, 0, 27.000000, 1, 13331 
150, 75, 0, 23.000000, 1, 13155 
152, 76, 0, 24.000000, 1, 12985 
154, 77, 0, 20.000000, 1, 12818 
156, 78, 0, 25.000000, 1, 12656 
158, 79, 0, 24.000000, 1, 12499 
160, 80, 0, 25.000000, 1, 12343 
162, 81, 0, 24.000000, 1, 13546 
164, 82, 0, 33.000000, 1, 12046 
166, 83, 0, 24.000000, 1, 14879 
168, 84, 0, 25.000000, 1, 14377 
170, 85, 0, 25.000000, 1, 14658 
172, 86, 0, 22.000000, 1, 15490 
174, 87, 0, 23.000000, 1, 16301 
176, 88, 0, 30.000000, 1, 11237 
178, 89, 0, 21.000000, 1, 19651 
180, 90, 0, 20.000000, 1, 21125 
182, 91, 0, 21.000000, 1, 20183 
184, 92, 0, 22.000000, 1, 17663 
186, 93, 0, 25.000000, 1, 15954 
188, 94, 0, 41.000000, 1, 10526 
190, 95, 0, 25.000000, 1, 15623 
192, 96, 0, 27.000000, 1, 15463 
194, 97, 0, 23.000000, 1, 16155 
196, 98, 0, 24.000000, 1, 16161 
198, 99, 0, 24.000000, 1, 16839 
200, 100, 0, 24.000000, 1, 16152 
202, 101, 0, 24.000000, 1, 15475 
204, 102, 0, 20.000000, 1, 11647 
206, 103, 0, 24.000000, 0, 14423 
208, 104, 0, 24.000000, 1, 13490 
210, 105, 0, 23.000000, 0, 12968 
212, 106, 0, 23.000000, 0, 12847 
214, 107, 0, 23.000000, 0, 11958 
216, 108, 0, 22.000000, 0, 11466 
218, 109, 0, 24.000000, 0, 11360 
220, 110, 1, 23.000000, 2, 10507 
222, 111, 1, 24.000000, 2, 10042 
224, 112, 1, 23.000000, 2, 9954 
226, 113, 0, 25.000000, 0, 9135 
228, 114, 1, 24.000000, 2, 11589 
230, 115, 1, 36.000000, 2, 8618 
232, 116, 1, 26.000000, 2, 8546 
234, 117, 1, 25.000000, 2, 8473 
236, 118, 1, 25.000000, 2, 8403 
238, 119, 1, 26.000000, 1, 8331 
240, 120, 1, 27.000000, 1, 8262 
242, 121, 1, 27.000000, 1, 8938 
244, 122, 1, 27.000000, 1, 8870 
246, 123, 1, 21.000000, 1, 14780 
248, 124, 1, 26.000000, 1, 11994 
250, 125, 1, 36.000000, 1, 7934 
252, 126, 1, 29.000000, 1, 9304 
254, 127, 1, 29.000000, 1, 9372 
